ID,DATA,TEL,CPF,SOLICITANTE,DS_RECEITA,Solicitação
1328,2020-03-26,1100001328,12345671328,Lucas,Solicito Rx bacia AP  CID M86 ,Rx
1330,2020-07-22,1100001330,12345671330,Fernando,SOLICITO  HMG  FERRO SERICO  FERRITINA  FAN  VITAMINA D  ZINCO SELENIO   VITAMINA A  VITAMINA E  VITAMINA B 12  ACIDO FOLICO  COLESTEROL TOTAL E FRAÇOES  TRIGLICERIDES  TGO  TGP  UR  CR  ,HMG
1338,2020-01-24,1100001338,12345671338,Gustavo, HD SEQUELA DE LESÃO DO LCM JOELHO ESQ (S834) CD RESSONANCIA MAGNETICA JOELHO E (41101316) ,RESSONANCIA MAGNETICA
1343,2020-05-19,1100001343,12345671343,Ana,"PACIENTE COM QUADRO DE DOR ABDOMINAL (CID R10.4), NECESSITA DO SEGUINTE EXAME 1- ESÔFAGO- ESTÔMAGO- DUODENOGRAFIA- RX EED ",RX
1344,2020-10-01,1100001344,12345671344,Pedro,HEMOGRAMA ; NA ; K ; CALCIO ; GLICEMIA ; HEMOGLOBINA GLICADA ; CREATININA ; AC URICO ; TSH ; COLESTEROL TOTAL E FRAÇÕES ; T4 LIVRE ; VIT D ; TGO ; TGP ; GGT  ,HEMOGRAMA
1348,2020-02-21,1100001348,12345671348,Lucas,Solicito fisioterapia respiratoia   5 sessoes  Pneumonia bacteriana ( Rx com mae )  ,Rx
1351,2020-06-30,1100001351,12345671351,Cristina,SOLICITO: ULTRASSONOGRAFIA DE ABDOME TOTAL - TUSS 40901122 HD: POLIPO DE VESICULA BILIAR EM ACOMPANHAMENTO (4 MM + COLESTEROLOSE) K87 ,ULTRASSONOGRAFIA
1361,2020-02-01,1100001361,12345671361,Maria,       SOLICITO 1 ) RX joelhos / pernas ( filme único ) AP + P 2 ) RX pés D e E AP + P ( c/ carga ) + oblíqua pés planos valgos. atraso na deambulação. ,RX
1364,2020-02-07,1100001364,12345671364,Pedro,SOLICITAÇÃO DE EXAME Ressonância Magnética Pé / Antepé - Não Inclui Tornozelo - (Unilateral). 41101189. PE ESQUERDO R229 ,Ressonância Magnética
1366,2020-10-23,1100001366,12345671366,Carlos,SOlicito Hemograma completo TGO TGP **** coletar em 24/04/24 ,Hemograma
1367,2020-11-06,1100001367,12345671367,Paula,"Relatório Médico Paciente com quadro de tremores difusos e febre, sem outros sintomas, realiza TC de abdome com evidência de cistite e exames laboratoriais com leucocitose 16110 e PCR 3,21.  Apresentou melhora dos tremores e da febre após as medidas iniciais do protocolo de sepse, porém apresentou novo episódio de tremores e febre 38,3ºC, sendo por isso solicitada internação em leito monitorizado. ",TC
1368,2020-10-29,1100001368,12345671368,Lucas,			SOLICITO 	RX  JOELHO ESQ		AP COM CARGA 					PERFIL 					AXIAL 					TUNEL ,RX
1370,2020-06-18,1100001370,12345671370,Fernando,"LAUDO: PACIENTE COM DOR SÚBITA NO SEGUNDO RAIO PÉ DIREITO COM INÍCIO HÁ 30 DIAS (SIC), RM COM SINAIS DE EDEMA ÓSSEO NO SEGUNDO RAIO. RX SEM ALTERAÇÕES. SEM ALTERAÇÕES EXAMES DE SANGUE, SEM HISTÓRICO DE DOENÇA REUMÁTICA NA FAMÍLIA.  HD.: FRATURA POR SOBRECARGA/FRATURA POR ESTRESSE.  INDICO REPOUSO, CARGA ZERO NO PÉ DIREITO, USO DE MULETAS. FISIOTERAPIA PARA ANALGESI E REABILITAÇÃO. RETORNO EM 30 DIAS. PRESCREVO PROSSO. PACIENTE EVOLUIU COM DOR EM TORNOZELO DIREITO. SEM CONDIÇÕES DE RETORNO AO TRABALHO. NECESSITA AFASTAMENTO DO TRABALHO POR SESSENTA (030) DIAS. CID 10 M8432 ",RX
1373,2020-07-23,1100001373,12345671373,Patrícia,SOLICITO RX DE COLUNA DORSAL E LOMBAR AP E PERFIL ,RX
1378,2020-12-18,1100001378,12345671378,Gustavo,Hemograma U Cr TGO TGP TSH T4L CA 15.3 Hb glic Alb ca ionico K ,Hemograma
1382,2020-09-04,1100001382,12345671382,José,SOLICITO: HEMOGRAMA FERRO SERICO	FERRITINA CURVA GLICÊMICA GESTACIONAL TSH		T4 LIVRE CREATININA SOROLOGIA PARA HIV SOROLOGIA PARA HEPATITE C SOROLOGIA PARA RUBÉOLA IGG E IGM SOROLOGIA PARA SÍFILIS UROCULTURA COM ANTIBIOGRAMA  URINA I ,HEMOGRAMA
1395,2020-02-19,1100001395,12345671395,Camila,Á RESSONANCIA MAGNETICA  SOLICITO AO PACIENTE ACIMA COM LOMBOCIATALGIA                                                                 RNM LOMBAR                                                                 RNM BACIA                                                                 RNM JOELHO DIREITO  ,RESSONANCIA MAGNETICA
1401,2020-10-13,1100001401,12345671401,Maria, HEMOGRAMA COMPLETO  COAGULOGRAMA  HD : PRE OP  ,HEMOGRAMA
1402,2020-03-25,1100001402,12345671402,José,Solicito estradiol fsh hemograma u cr tgo tgp hb glic tsh t4l falc ggt hb glic col t e frações  ca 15.3 ca i vit d ,hemograma
1403,2020-11-25,1100001403,12345671403,Ana,"AO CONVENIO, SOLICITO OS SEGUINTES EXAMES: NS1  CID A90 TUSS 40324192 HEMOGRAMA COMPLETO CID A90 TUSS 40304361 TESTE COVID CID B34.2 TUSS 40314618 ",HEMOGRAMA
1404,2020-02-12,1100001404,12345671404,Pedro,SOLICITO USG DE PELE E PARTES MOLES COM DOPPLER DE NODULO EM ANTEBRAÇO E. HD: CISTO EPIDERMICO X LIPOMA ,USG
1406,2020-04-21,1100001406,12345671406,Carlos,´A RESSONANCIA MAGNETICA SOLICITO AO PACIENTE ACIMA COM DOR LOMBAR E QUADRIS                                                                    RNM BACIA                                                                   RNM LOMBAR  ,RESSONANCIA MAGNETICA
1408,2020-01-29,1100001408,12345671408,Lucas,SOLICITO  USG TRANSVAGINAL USG MAMAS  CID Z01.4  ,USG
1415,2020-12-25,1100001415,12345671415,Camila,SOLICITO - HEMOGRAMA COMPLETO - SOROLOGIA PARA DENGUE IGG E IGM COLETAR EM 15/03 ,HEMOGRAMA
1419,2020-06-06,1100001419,12345671419,Isabela,			SOLICITO 	HEMOGRAMA 	COAGULOGRAMA 	GLICEMIA 	CREATININA ,HEMOGRAMA
1422,2020-08-16,1100001422,12345671422,José,SOLICITO RX DO TORNOZELO D AP + AP VERD + P  ,RX
1425,2020-06-10,1100001425,12345671425,Mariana,"SOLICITO: - B12 - VDRL - HMG - NA, K, CALCIO, MG - TGP, TGO, GGT, FOSF ALCALINA - ALBUMINA - TEMPO PROTROMBINA - AMILASE - B12 E VIT D HD: CCL CID: F067 ",HMG
1431,2020-12-11,1100001431,12345671431,Cristina,Solicito: 1. Hemograma Completo - controle Dengue 		coletar dia 23/04/2024 ,Hemograma
1435,2020-06-27,1100001435,12345671435,Camila,SOLICITO:  - HEMOGRAMA - PCR - TGO - TGP - COAGULOGRAMA ,HEMOGRAMA
1437,2020-10-18,1100001437,12345671437,Tatiana,"SOLICITO PARA COLETA DIA 04/03/24: 	NS1 	HEMOGRAMA SUSPEITA: CID A90 SE PLANO NÃO AUTORIZAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA E AGENDAR CONSULTA ONLINE PARA SOLICITAREM O EXAME ",HEMOGRAMA
1439,2020-10-29,1100001439,12345671439,Isabela,SOLICITO: 1 - HEMOGRAMA COM PLAQUETAS COLETAR EXAME DIA 05/04/2024.  ,HEMOGRAMA
1444,2020-01-28,1100001444,12345671444,Pedro,Solicito: Hemograma completo Indicação: Acompanhamento de dengue com plaquetopenia (95000 14/03) ,Hemograma
1446,2020-06-06,1100001446,12345671446,Carlos,SOLICITO RM DE POLEGAR DIREITO  HD; LESÃO LIGAMENTAR POLEGAR? ( STENER) CID S60 GRATA. ,RM
1447,2020-10-17,1100001447,12345671447,Paula,"PACIENTE REFERE DOR EM FLANCO ESQUERDO COM IRRADIAÇÃO PARA FIE HA 1 DIA, ASSOCIADA A DISURIA. NEGA FEBRE AFERIDA. SOLICITO TC ABDOME ",TC
1453,2020-01-04,1100001453,12345671453,Patrícia,SOLICITO PARA A PACIENTE O SEGUINTE EXAME 1- RESSONANCIA MAGNETICA COM CONTRASTE PELVICA HDX LESÃO  HETEROGENA DE CRESCIMENTO PROGRESSIVO INESPECIFICA A ECOGRAFIA TRANSVAGINAL .  ,RESSONANCIA MAGNETICA
1461,2020-01-29,1100001461,12345671461,Maria,SOLICITO    HEMOGRAMA   G LICEMIA   UREIA  CREATININA       TGO   TGP                   COAGULOGRAMA   AC URICO ,HEMOGRAMA
1462,2020-04-06,1100001462,12345671462,José," HD   INSTABILIDADE FEMORO PATELAR JOELHO ESQ (M222) CD   TOMOGRAFIA COMPUTADORIZADA DO JOELHO ESQ PARA ALTURA PATELAR E TAGT. ATT, ",TOMOGRAFIA COMPUTADORIZADA
1463,2020-06-22,1100001463,12345671463,Ana, -SOLICITO: HEMOGRAMA (COLETAR NA MANHÃ DA CONSULTA) ,HEMOGRAMA
1464,2020-08-28,1100001464,12345671464,Pedro,SOLICITO USG TRANSVAGINAL USG ABDOME TOTAL USG MAMAS  HS: ESTEATOSE CISTO RENAL  NÓDULO MAMÁRIO  ,USG
1465,2020-08-17,1100001465,12345671465,Mariana,SOLICITO HEMOGRAMA SODIO POTASSIO UREIA CREATININA TGO TGP VHS PCR ,HEMOGRAMA
1469,2020-10-24,1100001469,12345671469,Juliana,SOLICITO USG MAMAS USG TRANSVAGINAL  HD SUPERVISÃO DE DIU CID Z30.5 ,USG
1475,2020-10-16,1100001475,12345671475,Camila,"AO CONVENIO, SOLICITO OS SEGUINTES EXAMES: -  HEMOGRAMA -  NS1 -  TESTE RAPIDO COVID  -  URINA 1  -  UROCULTURA CID A90 ",HEMOGRAMA
1481,2020-11-19,1100001481,12345671481,Maria,SOLICITO USG DE OMBROS ( LESÃO DE MANGUITO ROTADOR BILATERAL?) ,USG
1482,2020-07-24,1100001482,12345671482,José,SOlicito 1 Hemograma completo *** coletar em 24/04/24 ,Hemograma
1485,2020-02-23,1100001485,12345671485,Mariana,SOLICITO: HEMOGRAMA ,HEMOGRAMA
1488,2020-06-16,1100001488,12345671488,Lucas,SOLICITO PARA PACIENTE ACIMA: .................................................  RX PÉ BILATERAL .................................................  AP E PERFIL. CID 10: M93 RX CALCANEO BILATERAL PERFIL + AXIAL CID 10: M93 RX TORNOZELO BILATERAL AP E PERFIL CID 10: M93 RX PERNA BILATERAL AP E PERFIL CID 10: M93 ,RX
1491,2020-05-31,1100001491,12345671491,Cristina,SOLICITO VDRL FTA-abs Hemograma ,Hemograma
1494,2020-12-17,1100001494,12345671494,Vinícius,				SOLICITO 		RX  BACIA 			AP 		RX  FEMUR  DIR		AP 				 						PERFIL ,RX
1509,2020-12-03,1100001509,12345671509,Juliana,hemograma ferro serico capacidade total de ligação ferro (tibc) saturação transferrina ferritina  transferrina Anti Trombina III Anticoagulante Lupico   anticardiolipina IgG anticardiolipina IgM anti beta glicoproteina IgG anti beta glicoproteina IgM FAN anti DNA  TTPA   ,hemograma
1511,2020-10-14,1100001511,12345671511,Cristina,SOLICITO HEMOGRAMA COMPLETO COAGULOGRAMA GLICEMIA DE JEJUM HEMOGLOBINA GLICADA COLESTEROL TOTAL E FRAÇÕES TRIGLICÉRIDES TSH T4 LIVRE AST  ALT BILIRRUBINAS TOTAL E FRAÇÕES FOSFATASE ALCALINA GAMA GT UREIA CREATININA CALCIO SERICO CALCIO IONICO SODIO POTASSIO VITAMINA D VITAMINAS B12 URINA I UROCULTURA CID: Z01.4 GRATA ,HEMOGRAMA
1515,2020-10-06,1100001515,12345671515,Camila,Solicito US obstetrico + doppler fetal CID: Z35 ,doppler
1518,2020-11-19,1100001518,12345671518,Gustavo,hemograma   u  cr  tgo  tgp  ca 15.3  falc   hb glic  ca i vit d  ,hemograma
1521,2020-08-31,1100001521,12345671521,Maria,SOLICITO EXAMES:                                    CID 10: N80.9 RESSONÂNCIA NUCLEAR MAGNÉTICA DE PELVE COM CONTRASTE DESDE JÁ GRATO PELA ATENÇÃO ,RESSONÂNCIA
1523,2020-01-23,1100001523,12345671523,Ana,"SOLICITO: - HEMOGRAMA -GLICEMIA -UREIA -CREATININA -TGO, TGP, FA, GAMA GT -BILIRRUBINAS TOTAIS E FRAÇÕES -COAGULOGRAMA -COLESTEROL TOTAL E FRAÇOES, TRIGLICERÍDEOS -TSH, T4 LIVRE -FAN MINERAIS: -FERRITINA -ZINCO -SELÊNIO -COBRE VITAMINAS: VITAMINA A -1,25(OH) VITAMINA D -VITAMINA E -VITAMINA C -VITAMINA B12 ",HEMOGRAMA
1526,2020-05-30,1100001526,12345671526,Carlos,SOLICITO - HEMOGRAMA COMPLETO COLETAR EM 19/04   ,HEMOGRAMA
1529,2020-12-24,1100001529,12345671529,Juliana, SOLICITO RX punho D AP + P RX escafóide D 4P trauma ,RX
1530,2020-08-02,1100001530,12345671530,Fernando,			SOLICITO 	RX  BACIA 		AP 	RX QUAFRIL DIR PERFIL			 ,RX
1531,2020-09-28,1100001531,12345671531,Cristina,SOLICITO PARA PACIENTE ACIMA: ULTRASSONOGRAFIA DOS PUNHOS JUSTIFICATIVA: TENOSSINOVITE DO 6º COMPARTIMENTO EXTENSOR DO PUNHO ESQUERDO E DO 1º COMPARTIMENTO EXTENSOR DO PUNHO DIREITO CID 10: M658 / M654 ,ULTRASSONOGRAFIA
1532,2020-02-10,1100001532,12345671532,Rafael,RETORNO AMBULATORIAL SOLICITO PARA PACIENTE ACIMA: RX PUNHO DIREITO - AP E PERFIL JUSTIFICATIVA: CONTROLE DE FRATURA CID 10: S525 ,RX
1534,2020-05-25,1100001534,12345671534,Vinícius,SOLICITO RX DA PERNA ESQ AP + P  ,RX
1540,2020-12-03,1100001540,12345671540,João,PACIENTE COM LOMBALGIA COM IRRADIAÇÃO PARA FLANCO DIREITO E HIPOGASTRIO. HISTÓRICO DE NEFROLITIASE HD: URETEROLITIASE CD: SOLICITO TC DE ABDOME ,TC
1581,2020-11-08,1100001581,12345671581,Maria,solicito: hemograma ,hemograma
1582,2020-04-03,1100001582,12345671582,José,SOLICITO HEMOGRAMA JUSTIFICATIVA: QUADRO SUSPEITO DE DENGUE ,HEMOGRAMA
1585,2020-02-25,1100001585,12345671585,Mariana,"Relatório Médico Declaro para os devidos fins que o paciente acima encontra-se em acompanhamento ambulatorial com quadro de lombociatalgia direita, com RM de coluna lombar com hérnia L4 L5 gerando estenose do canal lombar. EM 07/03/24 foi sumetido a infiltração foraminal com pouca melhora do quadro. Mantem dor refratária. Aguardo novos exames para definição da necessidade de abordagem cirúrgica. Solicito afastamento das atividades laborais por mais 60 (sesenta) dias. CID. M54.1 ",RM
1590,2020-12-17,1100001590,12345671590,Fernando,SOLICITO RX DO PE D AP + O  RX DO TORNOZELO D AP + P ,RX
1592,2020-07-08,1100001592,12345671592,Rafael,solicitação de exame controle : 1- hemograma completo  ,hemograma
1596,2020-08-16,1100001596,12345671596,Rodrigo,"TOMOGRAFIA COMPUTADORIZADA DE SEIOS DA FACE Exame realizado em caráter de urgência Técnica: aquisição com reformatações multiplanares, sem administração de contraste por solicitação do paciente. Análise: Leve espessamento e densificação/edema do subcutâneo da região maxilar direita sugerindo alteração inflamatória/cicatricial, sem formar coleções detectáveis. Arcabouço ósseo facial preservado. Tênue desvio sinuoso do septo nasal com convexidade leve para a direita. Fóveas etmoidais simétricas. Leve espessamento do revestimento mucoso de ambos os seios maxilares e de algumas células etmoidais. Demais seios paranasais com aeração preservada. Infundíbulos, recessos frontais e esfenoetmoidais pérvios. Rinofaringe de contornos regulares. ",TOMOGRAFIA COMPUTADORIZADA
1597,2020-06-26,1100001597,12345671597,Tatiana,"Justificativa da solicitação de USG cervical:  Esteve ontem a noite no serviço com história de há 1 dia aparecimento de abaulamento em região cervical à esquerda, sem febre, sem sintomas adjacentes. Na consulta de ontem, colheu exames laboratoriais (Hb 14,2; Ht 40,3%; Plaq 291.000; Leuco 12.310 (S 5.170; E 2.462; LT 3.939; M 739. Amilase 40) e foi orientada a retornar para realização de USG da região cervical por suspeita de alteração tireoidiana - SIC.  AP: Dermatite atópica + asma em uso de seretide, sem outros antecedentes.  Exame físico:  BEG, ativa, afebril, hemodinamicamente estável. MV + sem RA, sem desconforto. Otoscopia normal, Oroscopia normal. Nódulo palpável em região cervical anterior à esquerda, aproximadamente 2 cm, móvel, sem sinais flogísticos. Nódulo palpável em região submandibular à direita, sem sinais flogísticos, móvel. Palpo cadeia occipital, retoauricular, mentoniana, axilar, supraclavicular, inguinal e não encontro adenomegalias. Palpo tireoide, que é fibroelástica e móvel com a deglutição, não palpo nodulações.  Pele xerodérmica, com lesões de dermatite atópica ativas, com descamação furfurácea.  Solicito USG cervical para elucidação diagnóstica.  ",USG
1598,2020-01-09,1100001598,12345671598,Gustavo,"À Neurologia; Encaminho paciente acima, 87 anos, com alterações cognitivas e comportamentais em progressão, assim como alterações de RM Crânio, para avaliação e conduta. Desde já agradeço. ",RM
1603,2020-12-29,1100001603,12345671603,Ana,"SOLICITO:  - UREIA, CREATININA, SODIO, POTASSIO - HEMOGRAMA  - COLESTEROL TOTAL E FRAÇÕES - TRIGLICERIDES - PSA TOTAL E LIVRE  - AC URICO  - TSH  - TGO, TGP - GLICEMIA JEJUM, HB GLICADA - CPK - INSULINA  - VITAMINA B12  - VITAMINA D  ",HEMOGRAMA
1609,2020-07-13,1100001609,12345671609,Juliana,"PACIENTE APRESENTOU ACIDENTE DE TRABALHO EM 2013 EVOLUINDO COM AMPUTAÇÃO PARCIAL DO 3°, 4° E 5° DEDOS DA MÃO DIREITA, COM LIMITAÇÕES E SEQUELAS IRREVERSSÍVEIS DEVIDO ESSAS AMPUTAÇÕES. APRESENTA AO RX: AMPUTAÇÃO NO NÍVEL DA FALANGE MÉDIA DO 3° E 4° DEDOS E AMPUTAÇÃO DA FALANGE MÉDIA DO 5° DEDO DA MÃO DIREITA.  CID: S68.2   ",RX
1610,2020-10-14,1100001610,12345671610,Fernando,"SOLICITO RX DE SEIOS DA FACE, 2P ",RX
1621,2020-06-07,1100001621,12345671621,Maria, SOLICITO PARA PACIENTE ACIMA: ..........  RX MÃO DIREITA ..........  AP E OBLIQUA (COM IMOBILIZAÇÃO) JUSTIFICATIVA: CONTROLE RADIOGRÁFICO DE FRATURA CID 10: S62 ,RX
1626,2020-10-03,1100001626,12345671626,Carlos,AO LABORATÓRIO  SOLICITO AO PACIENTE ACIMA COM DORES NO QUADRIL ESQUERDO                                                    HEMOGRAMA                                                   COAGULOGRAMA COMPLETO                                                   UREIA                                                   CREATININA                                                  GLICEMIA                                                   URINA 1                                                    UROCULTURA                                                  CULTURA DE SWAB NASAL ,HEMOGRAMA
1630,2020-01-02,1100001630,12345671630,Fernando, AO LABORATÓRIO COLETAR HEMOGRAMA EM 48H (12/04/24). ,HEMOGRAMA
1632,2020-12-02,1100001632,12345671632,Rafael,RETORNO AMBULATORIAL SOLICITO PARA PACIENTE ACIMA: RX PUNHO DIREITO - AP E PERFIL (SEM IMOBILIZAÇÃO) JUSTIFICATIVA: CONTROLE DE FRATURA DE RADIO E ULNA CID 10: S526 ,RX
1633,2020-05-27,1100001633,12345671633,Patrícia,"PACIENTE PRECISA RESSONANCIA DE CRANEO COM ANESTESIA  POR APRESENTAR EPILEPSIA REFRATARIA, ADNPM, SINDROME DE DOWN E NECESSITA EXAME DE IMAGEM PARA DEFINIR SEQUELAS A LONGO PRAZO DE ANOXIA E CRISES EPILEPTICAS  G40 G80 Q90 ",RESSONANCIA
1640,2020-06-19,1100001640,12345671640,João, HD  DOR NOS JOELHOS - SOBRECARGA FEMORO PATELAR BILATERAL(M222). CD  RESSONANCIA MAGNETICA DOS JOELHOS (BILATERAL) 41101316 X 2. ,RESSONANCIA MAGNETICA
1641,2020-01-23,1100001641,12345671641,Maria,CEA  Hemograma tgo tgp falc ggt hb glic col t e frações ,Hemograma
1643,2020-06-21,1100001643,12345671643,Ana,SOLICITO : RESSONANCIA MAGNÉTICA              HD; HÉRNIA DISCAL ? ,RESSONANCIA MAGNÉTICA
1644,2020-12-30,1100001644,12345671644,Pedro,SOLICITO USG TRANSVAGINAL USG MAMAS  USG ABDOME  HD: ABORTAMENTO HABITUAL HEMANGIOMA HEPÁTICO  ,USG
1645,2020-06-17,1100001645,12345671645,Mariana,JUSTIFICATIVA PARA RX DE ARTICULAÇÃO TIBIOTARSICA PACIENTE REFERE QUADRO DE TRAUMA EM MEMBRO INFERIOR ESQUERDO SOLICITO RADIOGRADIA DE ARTICULAÇÃO TIBIOTARSICA PARA AVALIAÇÃO ,RX
1647,2020-09-06,1100001647,12345671647,Paula,Solicitação de Exames  1) Tc de Pescoço com contraste Hd: Nódulo cervical esquerda  Cid: R22 Tuss: 41001060 ,Tc
1653,2020-12-05,1100001653,12345671653,Patrícia,"Ao colega cirurgião  Paciente com antecedentes de neoplasia de mama esquerda pT2N0M0  (RE 80% RP 90% HER2 0 Ki67 15% ). Apresenta o seguinte histórico oncológico:  - Novembro/2013: Mastectomia esquerda (CDI mede 2,2 cm, GH 2 margens livres) - Janeiro/2014 - julho/2014: 4 AC seguido de taxol x 12  - Janeiro/2014: Tamoxifeno seguido de zolaxex + aromasin com término em março/2022 No momento em seguimento clínico sem evidência de recorrência na neoplasia de mama. Refere queixa de ciclos menstruais com sangramento excessivo ( Hb 7,6)  + dores em cólicas intensas. Realizou RM de pelve (agosto/23) com adenomiose uterina (útero mede 9,0 x 5,5 x 7,0 cm, volume de 180 cm3) Miométrio homogêneo, endométrio regular com espessura de 1,2 cm.  Diante da contra indicação ao uso de anticoncepcional, encaminho para discussão sobre histerectomia. Atenciosamente,  ",RM
1654,2020-09-12,1100001654,12345671654,Vinícius,"SOLICITO: 	NS1 	HEMOGRAMA 	TESTE COVID SUSPEITA: CID A90 // CID B342 SE PLANO NÃO AUTORIZAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA E AGENDAR CONSULTA ONLINE PARA SOLICITAREM O EXAME ",HEMOGRAMA
1656,2020-11-12,1100001656,12345671656,Rodrigo,Solicito Rx punho D Ap + P SEM GESSO Grata CID S52 ,Rx
1657,2020-10-01,1100001657,12345671657,Tatiana,SOLICITO ..........  HEMOGRAMA ,HEMOGRAMA
1667,2020-09-15,1100001667,12345671667,Paula,AO LABORATORIO SOLICITO NS1 E HEMOGRAMA PARA PACIENTE ACIMA COM SUSPEITA DE DENGUE CID  A 90 ,HEMOGRAMA
1670,2020-11-12,1100001670,12345671670,Fernando," ULTRASSONOGRAFIA DA REGIÃO CERVICAL Exame realizado em caráter de urgência. Glândulas submandibulares e parótidas de morfologia, contornos, dimensões e ecogenicidade normais. Glândula tireóide tópica, de dimensões preservadas e contornos lobulados. Parênquima tireoidiano difusamente heterogêneo (sem a nítida evidência de lesões focais), favorecendo alteração inflamatória crônica. Linfonodos cervicais de aspecto habitual. Impressão diagnóstica: Tireóide apresentando alteração textural difusa, favorecendo a hipótese de tireoidopatia crônica.   ",ULTRASSONOGRAFIA
1671,2020-07-03,1100001671,12345671671,Cristina,HEMOGRAMA ; NA ; K ; GLICEMIA ; HEMOGLOBINA GLICADA ; CREATININA ; COLESTERO TOTAL R FRAÇÕES ; TSH ; T4 LIVRE ; TGO ; TGP ; GGT ; AC URICO  URINA I + UROCULTURA  ,HEMOGRAMA
1683,2020-04-22,1100001683,12345671683,Ana,"SOLICITAÇÃO MEDICA SOLICITO RESSONANCIA MAGNETICA DE REGIÃO TORACICA COM SEDAÇÃO  CID: M54.1 TUSS 41101227 PACIENTE COM SINDROME DO PANICO, NÃO CONSEGUE REALIZAR O EXAME SEM SEDAÇÃO  ",RESSONANCIA MAGNETICA
1684,2020-09-10,1100001684,12345671684,Pedro,SOLICITO HMG UREIA CREATININA TP TTPA SODIO POTASSIO GLICEMIA HB GLICADA VIT D VIT B12 CALCIO CALCIO IONICO HD : CHECK UP ,HMG
1694,2020-08-25,1100001694,12345671694,Vinícius,SOLICITO - HEMOGRAMA COMPLETO - SOROLOGIA PARA DENGUE IGG E IGM COLETAR EM 18/03   ,HEMOGRAMA
1706,2020-09-09,1100001706,12345671706,Carlos,"Ao PS Ginecologia / Obstetrícia G3P1C0A1, IG: 20+2 (A) USG 30/12/2023 - Obito fetal 16 semanas. Paciente deverá comparecer para internação e preparo de colo e indução com misoprostol por obito fetal de 16 semanas. Grato ",USG
1711,2020-08-19,1100001711,12345671711,Cristina,"SOLICITO: ULTRASSONOGRAFIA DE PAREDE ABDOMINAL - TUSS 40901211 - X2 - REGIAO INGUINAL BILATERAL Us - aparelho urinário (rins, ureteres e bexiga) - TUSS 40901769 X1 HD: DOR INGUINAL A DIREITA CID R104 ",ULTRASSONOGRAFIA
1714,2020-01-13,1100001714,12345671714,Vinícius,"PACIENTE REFERE DOR ABDOMINAL, DISTENSÃO ABDOMINAL E CONSTIPAÇÃO ABDOMINAL HA 7 DIAS NEGA FEBRE AFERIDA SOLICITO RX ABDOME AGUDO ",RX
1715,2020-05-18,1100001715,12345671715,Camila,Solicito: - Hemograma completo ,Hemograma
1720,2020-11-07,1100001720,12345671720,João,"SOLICITO: 	HEMOGRAMA 	NS1 SUSPEITA: CID A90  SE O PLANO NÃO LIBERAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA ",HEMOGRAMA
1728,2020-04-28,1100001728,12345671728,Lucas,"SOLICITO: 	HEMOGRAMA 	NS1 	TESTE COVID SUSPEITA: CID A90 // B342 SE O PLANO NÃO LIBERAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA ",HEMOGRAMA
1731,2020-02-02,1100001731,12345671731,Cristina,SOLICITO: ULTRASSOM OBSTÉTRICO COM DOPPLER (40901246) JUSTIFICATIVA: GESTANTE 33 SEM ,DOPPLER
1735,2020-02-27,1100001735,12345671735,Camila,solicito hmg ureia creat sodio potassio ac urico tgo tgp hb glicada glicemia de jejum vitamina b12 vitamina d tsh  t4 livre ferritina ,hmg
1742,2020-01-30,1100001742,12345671742,José,SOLICITO: EXAMES LABORATORIAIS: HEMOGRAMA COAGULOGRAMA CREATININA URÉIA SÓDIO POTÁSSIO GLICEMIA ALEATÓRIA JUSTIFICATIVA: PRÉ OPERATÓRIO ,HEMOGRAMA
1744,2020-03-14,1100001744,12345671744,Pedro,"Solicito AgHBS Anti-HBs Hemograma completo, ferritina CID: Z35 ",Hemograma
1750,2020-08-21,1100001750,12345671750,Fernando,Solicito TC de Tórax de alta resolução Just quadro viral e tosse mantida  em tratamento curativo de neoplasia de mama  ,TC
1751,2020-01-28,1100001751,12345671751,Cristina,SOLICITO  HEMOGRAMA  UREIA  CREATININA  SODIO  POTASSIO  ACIDO URICO  URINA I  COLESTEROL TOTAL E FRAÇÕES  TRIGLICERIDES  TSH T4L  ,HEMOGRAMA
1753,2020-08-10,1100001753,12345671753,Patrícia,RETORNO NO AMBULATÓRIO DE HISTEROSCOPIA COM O RESULTADO DA RESSONANCIA ,RESSONANCIA
1754,2020-05-03,1100001754,12345671754,Vinícius,SOLICITO PARA PACIENTE ACIMA: RX PE ESQUERDO AP + O + PERFIL ABSOLUTO HALUX ESQ  CID 10: S92.4 ,RX
1758,2020-08-11,1100001758,12345671758,Gustavo,SOLICITO - HEMOGRAMA COMPLETO COLETAR EM 20/03 ,HEMOGRAMA
1759,2020-03-25,1100001759,12345671759,Isabela,SOLICITO HEMOGRAMA GLICEMIA JEJUM HEMOGLOBINA GLICADA TSH / T4 LIVRE COLESTEROL TOTAL E FRAÇÕES TRIGLICERÍDEOS URINA I  UROCULTURA PROTOPARASITOLÓGICO DE FEZES  ,HEMOGRAMA
