,ID,DATA,TEL,CPF,SOLICITANTE,CD_TUSS,DS_RECEITA
396,6703,2020-10-07,1100006703,12345676703,Ana,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
397,7767,2020-05-22,1100007767,12345677767,Paula,40901106,Ecodopplercardiograma Transtorácico
398,1332,2020-02-09,1100001332,12345671332,Rafael,40804097,Pé Ou Pododáctilo
399,8031,2020-12-27,1100008031,12345678031,Cristina,40901106,Ecodopplercardiograma Transtorácico
400,8797,2020-03-03,1100008797,12345678797,Tatiana,40901114,Mamas
403,14177,2020-08-28,1100014177,123456714177,Tatiana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
405,5922,2020-07-08,1100005922,12345675922,José,41101014,Crânio (Encéfalo)
406,9532,2020-06-30,1100009532,12345679532,Rafael,40901114,Mamas
408,1582,2020-08-24,1100001582,12345671582,José,40802019,Coluna Cervical - 3 Incidências
409,7809,2020-05-04,1100007809,12345677809,Juliana,40901106,Ecodopplercardiograma Transtorácico
410,2805,2020-08-29,1100002805,12345672805,Mariana,40901122,Abdome Total (Inclui Pelve)
412,10062,2020-05-22,1100010062,123456710062,José,40808041,Mamografia Digital Bilateral
413,14043,2020-01-13,1100014043,123456714043,Ana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
414,14656,2020-09-05,1100014656,123456714656,Rodrigo,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
415,1242,2020-06-29,1100001242,12345671242,José,40804097,Pé Ou Pododáctilo
417,8473,2020-07-26,1100008473,12345678473,Patrícia,40901211,Estruturas Superficiais (Cervical Ou Axilas Ou Músculo Ou Tendão)
418,9891,2020-07-17,1100009891,12345679891,Cristina,40808041,Mamografia Digital Bilateral
419,5526,2020-07-05,1100005526,12345675526,Carlos,41101227,Coluna Cervical Ou Dorsal Ou Lombar
420,4716,2020-12-04,1100004716,12345674716,Rodrigo,41101316,Articular (Por Articulação)
424,14674,2020-08-20,1100014674,123456714674,Vinícius,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
425,6443,2020-02-27,1100006443,12345676443,Ana,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
428,9347,2020-01-31,1100009347,12345679347,Paula,40901114,Mamas
430,3502,2020-01-16,1100003502,12345673502,José,40901122,Abdome Total (Inclui Pelve)
433,3099,2020-02-26,1100003099,12345673099,Isabela,40901122,Abdome Total (Inclui Pelve)
434,13043,2020-12-04,1100013043,123456713043,Ana,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
435,4619,2020-12-05,1100004619,12345674619,Isabela,41101316,Articular (Por Articulação)
436,7463,2020-12-06,1100007463,12345677463,Ana,40901106,Ecodopplercardiograma Transtorácico
437,9348,2020-09-12,1100009348,12345679348,Lucas,40901114,Mamas
440,2353,2020-03-25,1100002353,12345672353,Patrícia,40808033,Mamografia Convencional Bilateral
441,4128,2020-05-12,1100004128,12345674128,Lucas,41101537,Angio-Rm Arterial de Crânio
442,3237,2020-07-18,1100003237,12345673237,Tatiana,40901122,Abdome Total (Inclui Pelve)
443,9698,2020-03-05,1100009698,12345679698,Gustavo,40901114,Mamas
444,2860,2020-01-08,1100002860,12345672860,João,40901122,Abdome Total (Inclui Pelve)
445,4054,2020-05-01,1100004054,12345674054,Vinícius,40901122,Abdome Total (Inclui Pelve)
452,1953,2020-02-19,1100001953,12345671953,Patrícia,41101308,Pé (Antepé) - Não Inclui Tornozelo
453,3811,2020-07-16,1100003811,12345673811,Cristina,40901122,Abdome Total (Inclui Pelve)
457,8460,2020-09-24,1100008460,12345678460,João,40901211,Estruturas Superficiais (Cervical Ou Axilas Ou Músculo Ou Tendão)
460,10151,2020-10-25,1100010151,123456710151,Cristina,40808041,Mamografia Digital Bilateral
462,7813,2020-06-16,1100007813,12345677813,Patrícia,40901106,Ecodopplercardiograma Transtorácico
463,4788,2020-11-15,1100004788,12345674788,Lucas,40901220,Articular (Por Articulação)
465,8045,2020-03-11,1100008045,12345678045,Mariana,40901106,Ecodopplercardiograma Transtorácico
466,1542,2020-03-04,1100001542,12345671542,José,40803139,Mãos E Punhos Para Idade Óssea
467,8938,2020-06-17,1100008938,12345678938,Gustavo,40901114,Mamas
468,5927,2020-09-14,1100005927,12345675927,Paula,41101014,Crânio (Encéfalo)
469,1410,2020-07-26,1100001410,12345671410,Fernando,40801128,Adenóides Ou Cavum
470,4640,2020-11-29,1100004640,12345674640,João,41101316,Articular (Por Articulação)
471,7766,2020-07-07,1100007766,12345677766,Carlos,40901106,Ecodopplercardiograma Transtorácico
472,14204,2020-09-26,1100014204,123456714204,Pedro,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
473,1929,2020-04-12,1100001929,12345671929,Juliana,41001370,Angiotomografia Arterial De Crânio
474,15036,2020-12-03,1100015036,123456715036,Rodrigo,40805026,Tórax - 2 Incidências
476,14155,2020-08-20,1100014155,123456714155,Camila,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
477,2371,2020-11-09,1100002371,12345672371,Cristina,41101359,Hidro-Rm (Colângio-Rm Ou Uro-Rm Ou Mielo-Rm Ou Sialo-Rm Ou Cistografia Por Rm)
478,12907,2020-03-03,1100012907,123456712907,Paula,41001079,Tc - Tórax
479,4182,2020-06-28,1100004182,12345674182,José,41101537,Angio-Rm Arterial de Crânio
480,3286,2020-12-07,1100003286,12345673286,Carlos,40901122,Abdome Total (Inclui Pelve)
481,4430,2020-03-08,1100004430,12345674430,Fernando,41101316,Articular (Por Articulação)
482,14181,2020-04-26,1100014181,123456714181,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
483,3373,2020-01-21,1100003373,12345673373,Patrícia,40901122,Abdome Total (Inclui Pelve)
484,3760,2020-10-05,1100003760,12345673760,João,40901122,Abdome Total (Inclui Pelve)
485,15228,2020-06-10,1100015228,123456715228,Lucas,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
486,14937,2020-01-19,1100014937,123456714937,Tatiana,40805026,Tórax - 2 Incidências
488,2490,2020-02-20,1100002490,12345672490,Fernando,40901467,Doppler Colorido Venoso De Membro Superior - Unilateral
493,15273,2020-05-01,1100015273,123456715273,Patrícia,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
494,6842,2020-12-31,1100006842,12345676842,José,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
496,1361,2020-11-14,1100001361,12345671361,Maria,40804054,Joelho
497,4500,2020-07-15,1100004500,12345674500,João,41101316,Articular (Por Articulação)
498,4111,2020-09-12,1100004111,12345674111,Cristina,41101537,Angio-Rm Arterial de Crânio
499,3381,2020-08-07,1100003381,12345673381,Maria,40901122,Abdome Total (Inclui Pelve)
501,10213,2020-01-21,1100010213,123456710213,Patrícia,40808041,Mamografia Digital Bilateral
502,10126,2020-04-23,1100010126,123456710126,Carlos,40808041,Mamografia Digital Bilateral
503,12872,2020-03-27,1100012872,123456712872,Rafael,41001079,Tc - Tórax
504,14379,2020-12-30,1100014379,123456714379,Isabela,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
505,8869,2020-05-08,1100008869,12345678869,Juliana,40901114,Mamas
507,12664,2020-03-15,1100012664,123456712664,Pedro,41001079,Tc - Tórax
509,2866,2020-02-26,1100002866,12345672866,Carlos,40901122,Abdome Total (Inclui Pelve)
512,4308,2020-08-27,1100004308,12345674308,Lucas,40901769,"Aparelho Urinário  (Rins, Ureteres E Bexiga )"
514,12772,2020-01-17,1100012772,123456712772,Rafael,41001079,Tc - Tórax
517,6061,2020-10-25,1100006061,12345676061,Maria,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
518,4285,2020-12-21,1100004285,12345674285,Mariana,40901769,"Aparelho Urinário  (Rins, Ureteres E Bexiga )"
519,4443,2020-01-19,1100004443,12345674443,Ana,41101316,Articular (Por Articulação)
520,14831,2020-01-28,1100014831,123456714831,Cristina,40805018,Tórax - 1 Incidência
521,4618,2020-03-12,1100004618,12345674618,Gustavo,41101316,Articular (Por Articulação)
522,5995,2020-11-15,1100005995,12345675995,Camila,41101014,Crânio (Encéfalo)
523,6736,2020-10-25,1100006736,12345676736,Rodrigo,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
524,9637,2020-10-25,1100009637,12345679637,Tatiana,40901114,Mamas
527,14663,2020-12-08,1100014663,123456714663,Ana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
530,6706,2020-08-26,1100006706,12345676706,Carlos,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
531,15007,2020-11-16,1100015007,123456715007,Paula,40805026,Tórax - 2 Incidências
533,7901,2020-01-21,1100007901,12345677901,Maria,40901106,Ecodopplercardiograma Transtorácico
534,1470,2020-01-23,1100001470,12345671470,Fernando,40803112,Punho
535,7532,2020-05-13,1100007532,12345677532,Rafael,40901106,Ecodopplercardiograma Transtorácico
536,3802,2020-04-18,1100003802,12345673802,José,40901122,Abdome Total (Inclui Pelve)
537,13140,2020-04-18,1100013140,123456713140,João,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
538,4340,2020-03-23,1100004340,12345674340,João,41101316,Articular (Por Articulação)
540,6746,2020-06-14,1100006746,12345676746,Carlos,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
541,6169,2020-10-05,1100006169,12345676169,Juliana,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
542,7510,2020-08-23,1100007510,12345677510,Fernando,40901106,Ecodopplercardiograma Transtorácico
545,7495,2020-01-21,1100007495,12345677495,Camila,40901106,Ecodopplercardiograma Transtorácico
546,7825,2020-01-28,1100007825,12345677825,Mariana,40901106,Ecodopplercardiograma Transtorácico
547,5614,2020-05-04,1100005614,12345675614,Vinícius,41101227,Coluna Cervical Ou Dorsal Ou Lombar
548,5531,2020-06-05,1100005531,12345675531,Cristina,41101227,Coluna Cervical Ou Dorsal Ou Lombar
551,14926,2020-09-02,1100014926,123456714926,Carlos,40805026,Tórax - 2 Incidências
552,3839,2020-09-08,1100003839,12345673839,Isabela,40901122,Abdome Total (Inclui Pelve)
553,12780,2020-02-14,1100012780,123456712780,João,41001079,Tc - Tórax
555,3986,2020-10-16,1100003986,12345673986,Carlos,40901122,Abdome Total (Inclui Pelve)
556,9501,2020-11-21,1100009501,12345679501,Maria,40901114,Mamas
557,3740,2020-12-13,1100003740,12345673740,João,40901122,Abdome Total (Inclui Pelve)
559,3852,2020-12-13,1100003852,12345673852,Rafael,40901122,Abdome Total (Inclui Pelve)
560,2551,2020-10-13,1100002551,12345672551,Cristina,41101170,"Abdome Superior (Fígado, Pâncreas, Baço, Rins, Supra-Renais, Retroperitônio)"
562,3279,2020-10-17,1100003279,12345673279,Isabela,40901122,Abdome Total (Inclui Pelve)
563,6818,2020-09-01,1100006818,12345676818,Gustavo,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
564,1540,2020-11-06,1100001540,12345671540,João,40803139,Mãos E Punhos Para Idade Óssea
567,14154,2020-10-21,1100014154,123456714154,Vinícius,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
570,8921,2020-01-14,1100008921,12345678921,Maria,40901114,Mamas
573,5980,2020-08-15,1100005980,12345675980,João,41101014,Crânio (Encéfalo)
574,14097,2020-06-20,1100014097,123456714097,Tatiana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
576,4358,2020-12-18,1100004358,12345674358,Gustavo,41101316,Articular (Por Articulação)
581,8051,2020-08-08,1100008051,12345678051,Cristina,40901106,Ecodopplercardiograma Transtorácico
582,7697,2020-12-26,1100007697,12345677697,Tatiana,40901106,Ecodopplercardiograma Transtorácico
585,14961,2020-02-28,1100014961,123456714961,Maria,40805026,Tórax - 2 Incidências
586,13047,2020-02-05,1100013047,123456713047,Paula,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
587,6055,2020-06-27,1100006055,12345676055,Camila,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
589,4048,2020-11-05,1100004048,12345674048,Lucas,40901122,Abdome Total (Inclui Pelve)
590,9425,2020-09-24,1100009425,12345679425,Mariana,40901114,Mamas
591,8059,2020-01-16,1100008059,12345678059,Isabela,40901106,Ecodopplercardiograma Transtorácico
593,5824,2020-06-27,1100005824,12345675824,Pedro,41101014,Crânio (Encéfalo)
597,10568,2020-10-19,1100010568,123456710568,Lucas,41101189,Pelve (Não Inclui Articulações Coxofemorais)
598,4106,2020-08-23,1100004106,12345674106,Carlos,41101537,Angio-Rm Arterial de Crânio
599,5552,2020-05-29,1100005552,12345675552,Rafael,41101227,Coluna Cervical Ou Dorsal Ou Lombar
600,7744,2020-10-19,1100007744,12345677744,Pedro,40901106,Ecodopplercardiograma Transtorácico
601,15410,2020-01-09,1100015410,123456715410,Fernando,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
602,3389,2020-11-23,1100003389,12345673389,Juliana,40901122,Abdome Total (Inclui Pelve)
603,2540,2020-09-16,1100002540,12345672540,João,41101170,"Abdome Superior (Fígado, Pâncreas, Baço, Rins, Supra-Renais, Retroperitônio)"
604,6817,2020-08-16,1100006817,12345676817,Tatiana,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
605,3514,2020-10-20,1100003514,12345673514,Vinícius,40901122,Abdome Total (Inclui Pelve)
606,9128,2020-10-16,1100009128,12345679128,Lucas,40901114,Mamas
608,2225,2020-10-19,1100002225,12345672225,Mariana,40901181,"Abdome Inferior Feminino (Bexiga, Útero, Ovário E Anexos)"
609,14133,2020-07-01,1100014133,123456714133,Patrícia,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
611,3137,2020-10-04,1100003137,12345673137,Tatiana,40901122,Abdome Total (Inclui Pelve)
613,9174,2020-02-08,1100009174,12345679174,Vinícius,40901114,Mamas
614,7861,2020-02-28,1100007861,12345677861,Maria,40901106,Ecodopplercardiograma Transtorácico
615,8413,2020-07-07,1100008413,12345678413,Patrícia,40901211,Estruturas Superficiais (Cervical Ou Axilas Ou Músculo Ou Tendão)
618,1768,2020-06-18,1100001768,12345671768,Lucas,41001036,Tc - Face Ou Seios Da Face
620,4776,2020-05-15,1100004776,12345674776,Rodrigo,40901220,Articular (Por Articulação)
622,8072,2020-01-07,1100008072,12345678072,Rafael,40901106,Ecodopplercardiograma Transtorácico
623,14744,2020-09-09,1100014744,123456714744,Pedro,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
625,9542,2020-07-26,1100009542,12345679542,José,40901114,Mamas
626,6719,2020-05-24,1100006719,12345676719,Isabela,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
631,9372,2020-09-09,1100009372,12345679372,Rafael,40901114,Mamas
632,14061,2020-05-07,1100014061,123456714061,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
633,14819,2020-07-31,1100014819,123456714819,Isabela,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
635,9407,2020-12-06,1100009407,12345679407,Paula,40901114,Mamas
636,1318,2020-01-13,1100001318,12345671318,Gustavo,40804097,Pé Ou Pododáctilo
638,7842,2020-03-25,1100007842,12345677842,José,40901106,Ecodopplercardiograma Transtorácico
639,15260,2020-12-02,1100015260,123456715260,João,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
641,1341,2020-05-16,1100001341,12345671341,Maria,40804127,Panorâmica Dos Membros Inferiores
642,12952,2020-02-02,1100012952,123456712952,Rafael,41001079,Tc - Tórax
644,8814,2020-12-08,1100008814,12345678814,Vinícius,40901114,Mamas
645,7452,2020-08-03,1100007452,12345677452,Rafael,40901106,Ecodopplercardiograma Transtorácico
648,9453,2020-04-08,1100009453,12345679453,Patrícia,40901114,Mamas
649,5944,2020-08-29,1100005944,12345675944,Pedro,41101014,Crânio (Encéfalo)
651,8168,2020-01-23,1100008168,12345678168,Lucas,40901106,Ecodopplercardiograma Transtorácico
652,9250,2020-11-05,1100009250,12345679250,Fernando,40901114,Mamas
654,8167,2020-01-28,1100008167,12345678167,Paula,40901106,Ecodopplercardiograma Transtorácico
656,4876,2020-03-20,1100004876,12345674876,Rodrigo,40901220,Articular (Por Articulação)
657,1133,2020-02-07,1100001133,12345671133,Patrícia,40803090,Cotovelo
658,6200,2020-12-31,1100006200,12345676200,João,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
659,14757,2020-01-25,1100014757,123456714757,Tatiana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
660,14630,2020-10-28,1100014630,123456714630,Fernando,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
662,4161,2020-03-19,1100004161,12345674161,Maria,41101537,Angio-Rm Arterial de Crânio
665,10708,2020-02-29,1100010708,123456710708,Lucas,41101189,Pelve (Não Inclui Articulações Coxofemorais)
666,8958,2020-02-14,1100008958,12345678958,Gustavo,40901114,Mamas
668,8830,2020-08-29,1100008830,12345678830,Fernando,40901114,Mamas
669,14803,2020-05-22,1100014803,123456714803,Ana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
675,5467,2020-12-26,1100005467,12345675467,Paula,41101227,Coluna Cervical Ou Dorsal Ou Lombar
677,13046,2020-11-21,1100013046,123456713046,Carlos,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
680,15485,2020-08-20,1100015485,123456715485,Mariana,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
681,13967,2020-10-13,1100013967,123456713967,Paula,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
682,4331,2020-06-13,1100004331,12345674331,Cristina,40901769,"Aparelho Urinário  (Rins, Ureteres E Bexiga )"
683,8917,2020-11-02,1100008917,12345678917,Tatiana,40901114,Mamas
684,8232,2020-04-22,1100008232,12345678232,Rafael,40901106,Ecodopplercardiograma Transtorácico
685,4252,2020-06-17,1100004252,12345674252,Rafael,40901769,"Aparelho Urinário  (Rins, Ureteres E Bexiga )"
686,5594,2020-10-01,1100005594,12345675594,Vinícius,41101227,Coluna Cervical Ou Dorsal Ou Lombar
688,7633,2020-06-15,1100007633,12345677633,Patrícia,40901106,Ecodopplercardiograma Transtorácico
689,2715,2020-09-29,1100002715,12345672715,Camila,40901130,"Abdome Superior (Fígado, Vias Biliares, Vesícula, Pâncreas, Baço)"
690,14821,2020-07-27,1100014821,123456714821,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
694,8102,2020-04-12,1100008102,12345678102,José,40901106,Ecodopplercardiograma Transtorácico
695,6510,2020-05-29,1100006510,12345676510,Fernando,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
698,2617,2020-03-18,1100002617,12345672617,Tatiana,41101170,"Abdome Superior (Fígado, Pâncreas, Baço, Rins, Supra-Renais, Retroperitônio)"
701,15517,2020-08-28,1100015517,123456715517,Tatiana,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
702,14921,2020-10-01,1100014921,123456714921,Maria,40805018,Tórax - 1 Incidência
703,12716,2020-07-06,1100012716,123456712716,Rodrigo,41001079,Tc - Tórax
706,1896,2020-08-20,1100001896,12345671896,Rodrigo,41001370,Angiotomografia Arterial De Crânio
707,12837,2020-12-21,1100012837,123456712837,Tatiana,41001079,Tc - Tórax
708,6422,2020-06-13,1100006422,12345676422,José,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
712,4434,2020-03-16,1100004434,12345674434,Vinícius,41101316,Articular (Por Articulação)
713,5504,2020-11-07,1100005504,12345675504,Pedro,41101227,Coluna Cervical Ou Dorsal Ou Lombar
714,9101,2020-07-01,1100009101,12345679101,Maria,40901114,Mamas
715,2859,2020-11-21,1100002859,12345672859,Isabela,40901122,Abdome Total (Inclui Pelve)
716,14158,2020-10-29,1100014158,123456714158,Gustavo,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
717,9500,2020-01-17,1100009500,12345679500,João,40901114,Mamas
719,5630,2020-02-29,1100005630,12345675630,Fernando,41101227,Coluna Cervical Ou Dorsal Ou Lombar
721,3419,2020-09-07,1100003419,12345673419,Isabela,40901122,Abdome Total (Inclui Pelve)
722,2521,2020-01-22,1100002521,12345672521,Maria,40808122,Densitometria Óssea (Um Segmento)
727,4135,2020-10-01,1100004135,12345674135,Camila,41101537,Angio-Rm Arterial de Crânio
728,13063,2020-10-27,1100013063,123456713063,Ana,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
729,3615,2020-03-01,1100003615,12345673615,Camila,40901122,Abdome Total (Inclui Pelve)
730,9790,2020-02-05,1100009790,12345679790,Fernando,40808041,Mamografia Digital Bilateral
731,15160,2020-08-29,1100015160,123456715160,João,40901750,US - Próstata (via abdominal)
732,6044,2020-05-16,1100006044,12345676044,Pedro,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
735,2284,2020-08-26,1100002284,12345672284,Pedro,40901181,"Abdome Inferior Feminino (Bexiga, Útero, Ovário E Anexos)"
737,9383,2020-10-31,1100009383,12345679383,Ana,40901114,Mamas
739,1258,2020-04-05,1100001258,12345671258,Gustavo,40804070,Perna
740,7405,2020-05-27,1100007405,12345677405,Mariana,40901106,Ecodopplercardiograma Transtorácico
742,4222,2020-09-01,1100004222,12345674222,José,41101537,Angio-Rm Arterial de Crânio
746,6487,2020-01-30,1100006487,12345676487,Paula,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
747,2269,2020-09-09,1100002269,12345672269,Juliana,40901181,"Abdome Inferior Feminino (Bexiga, Útero, Ovário E Anexos)"
749,7837,2020-10-20,1100007837,12345677837,Tatiana,40901106,Ecodopplercardiograma Transtorácico
750,6473,2020-12-06,1100006473,12345676473,Patrícia,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
754,9502,2020-07-27,1100009502,12345679502,José,40901114,Mamas
755,7501,2020-09-05,1100007501,12345677501,Maria,40901106,Ecodopplercardiograma Transtorácico
757,7791,2020-01-05,1100007791,12345677791,Cristina,40901106,Ecodopplercardiograma Transtorácico
760,2510,2020-09-18,1100002510,12345672510,Fernando,40901394,Doppler Colorido De Aorta E Artérias Renais
763,4219,2020-09-16,1100004219,12345674219,Isabela,41101537,Angio-Rm Arterial de Crânio
764,5516,2020-12-13,1100005516,12345675516,Rodrigo,41101227,Coluna Cervical Ou Dorsal Ou Lombar
766,3518,2020-04-17,1100003518,12345673518,Gustavo,40901122,Abdome Total (Inclui Pelve)
768,6712,2020-05-18,1100006712,12345676712,Rafael,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
769,15540,2020-12-11,1100015540,123456715540,João,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
771,7755,2020-03-29,1100007755,12345677755,Camila,40901106,Ecodopplercardiograma Transtorácico
772,5889,2020-12-07,1100005889,12345675889,Juliana,41101014,Crânio (Encéfalo)
774,9695,2020-07-19,1100009695,12345679695,Camila,40901114,Mamas
775,3799,2020-08-20,1100003799,12345673799,Isabela,40901122,Abdome Total (Inclui Pelve)
778,15111,2020-09-03,1100015111,123456715111,Cristina,40901750,US - Próstata (via abdominal)
779,2278,2020-03-13,1100002278,12345672278,Gustavo,40901181,"Abdome Inferior Feminino (Bexiga, Útero, Ovário E Anexos)"
780,2106,2020-02-09,1100002106,12345672106,Carlos,40901173,"Abdome Inferior Masculino (Bexiga, Próstata E Vesículas Seminais)"
782,4609,2020-02-24,1100004609,12345674609,Juliana,41101316,Articular (Por Articulação)
784,15051,2020-06-02,1100015051,123456715051,Cristina,40805026,Tórax - 2 Incidências
785,4187,2020-11-07,1100004187,12345674187,Paula,41101537,Angio-Rm Arterial de Crânio
786,6545,2020-03-05,1100006545,12345676545,Mariana,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
787,14781,2020-12-22,1100014781,123456714781,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
789,3961,2020-01-07,1100003961,12345673961,Maria,40901122,Abdome Total (Inclui Pelve)
790,1578,2020-04-28,1100001578,12345671578,Gustavo,40804089,Articulação Tibiotársica (Tornozelo)
791,4663,2020-08-11,1100004663,12345674663,Ana,41101316,Articular (Por Articulação)
792,15561,2020-08-25,1100015561,123456715561,Maria,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
793,8211,2020-02-16,1100008211,12345678211,Cristina,40901106,Ecodopplercardiograma Transtorácico
796,2072,2020-10-23,1100002072,12345672072,Rafael,41101545,Angio-RM venosa de Crânio
797,8756,2020-08-10,1100008756,12345678756,Rodrigo,40901114,Mamas
798,8125,2020-04-13,1100008125,12345678125,Mariana,40901106,Ecodopplercardiograma Transtorácico
800,9358,2020-10-01,1100009358,12345679358,Gustavo,40901114,Mamas
801,4855,2020-05-23,1100004855,12345674855,Camila,40901220,Articular (Por Articulação)
803,3830,2020-08-26,1100003830,12345673830,Fernando,40901122,Abdome Total (Inclui Pelve)
805,2764,2020-02-16,1100002764,12345672764,Pedro,40901130,"Abdome Superior (Fígado, Vias Biliares, Vesícula, Pâncreas, Baço)"
806,1889,2020-12-28,1100001889,12345671889,Juliana,41001125,Tc - Coluna Cervical Ou Dorsal Ou Lombar (Até 3 Segmentos)
808,13216,2020-08-28,1100013216,123456713216,Rodrigo,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
812,8130,2020-06-10,1100008130,12345678130,Fernando,40901106,Ecodopplercardiograma Transtorácico
815,15091,2020-09-05,1100015091,123456715091,Cristina,40901750,US - Próstata (via abdominal)
818,15528,2020-09-28,1100015528,123456715528,Lucas,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
819,14221,2020-11-02,1100014221,123456714221,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
821,15117,2020-07-06,1100015117,123456715117,Tatiana,40901750,US - Próstata (via abdominal)
822,2829,2020-08-27,1100002829,12345672829,Juliana,40901122,Abdome Total (Inclui Pelve)
823,14883,2020-11-16,1100014883,123456714883,Ana,40805018,Tórax - 1 Incidência
825,6787,2020-10-04,1100006787,12345676787,Paula,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
826,10240,2020-09-21,1100010240,123456710240,João,40808041,Mamografia Digital Bilateral
830,3632,2020-09-30,1100003632,12345673632,Rafael,40901122,Abdome Total (Inclui Pelve)
832,3534,2020-12-24,1100003534,12345673534,Vinícius,40901122,Abdome Total (Inclui Pelve)
833,1327,2020-06-20,1100001327,12345671327,Paula,40804011,Bacia
834,14261,2020-02-06,1100014261,123456714261,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
837,8441,2020-08-04,1100008441,12345678441,Maria,40901211,Estruturas Superficiais (Cervical Ou Axilas Ou Músculo Ou Tendão)
838,10618,2020-12-23,1100010618,123456710618,Gustavo,41101189,Pelve (Não Inclui Articulações Coxofemorais)
839,1573,2020-06-04,1100001573,12345671573,Patrícia,40803139,Mãos E Punhos Para Idade Óssea
842,6254,2020-02-11,1100006254,12345676254,Vinícius,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
847,5673,2020-07-23,1100005673,12345675673,Patrícia,41101227,Coluna Cervical Ou Dorsal Ou Lombar
851,4406,2020-05-02,1100004406,12345674406,Carlos,41101316,Articular (Por Articulação)
852,1683,2020-05-01,1100001683,12345671683,Ana,40804011,Bacia
853,4098,2020-01-10,1100004098,12345674098,Gustavo,41101537,Angio-Rm Arterial de Crânio
855,6327,2020-12-12,1100006327,12345676327,Paula,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
